chromosome,neutral_rate,observed_rate,RS
ACmerged_contig_10026,3.63,2.39,1.24
ACmerged_contig_10026,3.63,2.42,1.21
ACmerged_contig_10026,3.63,1.87,1.76
ACmerged_contig_10026,3.63,1.66,1.97
ACmerged_contig_10026,3.63,1.17,2.46
ACmerged_contig_10026,3.63,-0.102,3.732
ACmerged_contig_10026,3.63,1.8,1.83
ACmerged_contig_10026,3.63,2.75,0.88
ACmerged_contig_10026,3.63,1.8,1.83
ACmerged_contig_10026,3.63,2.43,1.2
ACmerged_contig_10026,3.63,1.77,1.86
ACmerged_contig_10026,3.63,0.194,3.436
ACmerged_contig_10026,3.63,2.42,1.21
ACmerged_contig_10026,3.63,2.56,1.07
ACmerged_contig_10026,3.59,2.39,1.2
ACmerged_contig_10026,3.59,0.876,2.714
ACmerged_contig_10026,3.59,2.67,0.92
ACmerged_contig_10026,3.59,2.69,0.9
ACmerged_contig_10026,3.59,0.832,2.758
ACmerged_contig_10026,3.59,2.69,0.9
ACmerged_contig_10026,3.56,-0.00173,3.56173
ACmerged_contig_10026,3.56,1.39,2.17
ACmerged_contig_10026,3.56,0.723,2.837
ACmerged_contig_10026,3.56,2.34,1.22
ACmerged_contig_10026,3.56,2.51,1.05
ACmerged_contig_10026,3.56,-0.902,4.462
ACmerged_contig_10026,3.56,2.65,0.91
ACmerged_contig_10026,3.56,-2.39,5.95
ACmerged_contig_10026,3.56,1.78,1.78
ACmerged_contig_10026,3.51,1.68,1.83
ACmerged_contig_10026,3.51,-6.61,10.12
ACmerged_contig_10026,3.51,1.72,1.79
ACmerged_contig_10026,3.51,2.61,0.9
ACmerged_contig_10026,3.51,2.63,0.88
ACmerged_contig_10026,3.51,2.63,0.88
ACmerged_contig_10026,3.51,2.61,0.9
ACmerged_contig_10026,3.51,2.41,1.1
ACmerged_contig_10026,3.51,2.63,0.88
ACmerged_contig_10026,3.51,0.514,2.996
ACmerged_contig_10026,3.51,2.35,1.16
ACmerged_contig_10026,3.51,2.29,1.22
ACmerged_contig_10026,3.51,2.42,1.09
ACmerged_contig_10026,3.51,2.46,1.05
ACmerged_contig_10026,3.49,-6.98,10.47
ACmerged_contig_10026,3.52,-1.3,4.82
ACmerged_contig_10026,3.52,2.45,1.07
ACmerged_contig_10026,3.52,1.68,1.84
ACmerged_contig_10026,3.5,2.52,0.98
ACmerged_contig_10026,3.5,2.27,1.23
ACmerged_contig_10026,3.44,1.15,2.29
ACmerged_contig_10026,3.44,2.38,1.06
ACmerged_contig_10026,3.44,2.14,1.3
ACmerged_contig_10026,3.44,1.3,2.14
ACmerged_contig_10026,3.43,1.24,2.19
ACmerged_contig_10026,3.43,2.36,1.07
ACmerged_contig_10026,3.43,2.36,1.07
ACmerged_contig_10026,3.59,2.69,0.9
ACmerged_contig_10026,3.57,1.77,1.8
ACmerged_contig_10026,3.57,1.81,1.76
ACmerged_contig_10026,3.57,2.38,1.19
ACmerged_contig_10026,3.57,2.35,1.22
ACmerged_contig_10026,3.61,2.7,0.91
ACmerged_contig_10026,3.61,2.54,1.07
ACmerged_contig_10026,3.61,2.54,1.07
ACmerged_contig_10026,3.61,2.72,0.89
ACmerged_contig_10026,3.61,2.41,1.2
ACmerged_contig_10026,3.61,2.31,1.3
ACmerged_contig_10026,3.61,-0.421,4.031
ACmerged_contig_10026,3.61,2.52,1.09
ACmerged_contig_10026,3.63,2.58,1.05
ACmerged_contig_10026,3.63,2.56,1.07
ACmerged_contig_10026,3.63,-0.22,3.85
ACmerged_contig_10026,3.63,2.72,0.91
ACmerged_contig_10026,3.63,2.73,0.9
ACmerged_contig_10026,3.63,1.86,1.77
ACmerged_contig_10026,3.63,2.74,0.89
ACmerged_contig_10026,3.63,2.72,0.91
ACmerged_contig_10026,3.63,0.399,3.231
ACmerged_contig_10026,3.63,1.4,2.23
ACmerged_contig_10026,3.63,2.56,1.07
ACmerged_contig_10026,3.63,2.76,0.87
ACmerged_contig_10026,3.63,2.42,1.21
ACmerged_contig_10026,3.63,2.45,1.18
ACmerged_contig_10026,3.63,-0.781,4.411
ACmerged_contig_10026,3.63,0.742,2.888
ACmerged_contig_10026,3.63,1.16,2.47
ACmerged_contig_10026,3.63,-1.63,5.26
ACmerged_contig_10026,3.63,-4.59,8.22
ACmerged_contig_10026,3.63,-2.52,6.15
ACmerged_contig_10026,3.63,2.75,0.88
ACmerged_contig_10026,3.63,2.41,1.22
ACmerged_contig_10026,3.63,2.73,0.9
ACmerged_contig_10026,3.64,0.861,2.779
ACmerged_contig_10026,3.64,1.19,2.45
ACmerged_contig_10026,3.6,0.803,2.797
ACmerged_contig_10026,3.6,1.56,2.04
ACmerged_contig_10026,3.6,-5.44,9.04
ACmerged_contig_10026,3.6,2.7,0.9
ACmerged_contig_10026,3.6,2.69,0.91
ACmerged_contig_10026,3.6,2.72,0.88
ACmerged_contig_10026,3.6,2.53,1.07
ACmerged_contig_10026,3.6,2.69,0.91
ACmerged_contig_10026,3.6,1.41,2.19
ACmerged_contig_10026,3.6,2.68,0.92
ACmerged_contig_10026,3.6,0.866,2.734
ACmerged_contig_10026,3.6,-1.41,5.01
ACmerged_contig_10026,3.56,0.607,2.953
ACmerged_contig_10026,3.56,1.38,2.18
ACmerged_contig_10026,3.56,1.36,2.2
ACmerged_contig_10026,3.56,1.74,1.82
ACmerged_contig_10026,3.56,0.761,2.799
ACmerged_contig_10026,3.56,-3.08,6.64
ACmerged_contig_10026,3.54,2.38,1.16
ACmerged_contig_10026,3.54,-0.271,3.811
ACmerged_contig_10026,3.64,0.795,2.845
ACmerged_contig_10026,3.65,1.86,1.79
ACmerged_contig_10026,3.65,-0.0891,3.7391
ACmerged_contig_10026,3.65,0.852,2.798
ACmerged_contig_10026,3.65,-2.91,6.56
ACmerged_contig_10026,3.65,1.01,2.64
ACmerged_contig_10026,3.65,2.48,1.17
ACmerged_contig_10026,3.65,2.42,1.23
ACmerged_contig_10026,3.65,2.78,0.87
ACmerged_contig_10026,3.65,0.976,2.674
ACmerged_contig_10026,3.65,2.45,1.2
ACmerged_contig_10026,3.65,-6.46,10.11
ACmerged_contig_10026,3.65,-0.222,3.872
ACmerged_contig_10026,3.65,-1.08,4.73
ACmerged_contig_10026,3.65,2.78,0.87
ACmerged_contig_10026,3.65,-3.7,7.35
ACmerged_contig_10026,1.85,0.701,1.149
ACmerged_contig_10026,3.7,2.79,0.91
ACmerged_contig_10026,3.7,2.62,1.08
ACmerged_contig_10026,3.7,2.63,1.07
ACmerged_contig_10026,3.7,-3.49,7.19
ACmerged_contig_10026,3.7,-4.31,8.01
ACmerged_contig_10026,3.7,2.48,1.22
ACmerged_contig_10026,3.7,0.277,3.423
ACmerged_contig_10026,3.7,2.49,1.21
ACmerged_contig_10026,3.7,-3.05,6.75
ACmerged_contig_10026,3.7,1.74,1.96
ACmerged_contig_10026,3.7,2.49,1.21
ACmerged_contig_10026,3.7,1.02,2.68
ACmerged_contig_10026,3.7,-3.25,6.95
ACmerged_contig_10026,3.7,2.61,1.09
ACmerged_contig_10026,3.7,2.49,1.21
ACmerged_contig_10026,3.7,2.79,0.91
ACmerged_contig_10026,3.7,2.49,1.21
ACmerged_contig_10026,3.7,-0.0805,3.7805
ACmerged_contig_10026,3.7,-6.71,10.41
ACmerged_contig_10026,3.7,2.83,0.87
ACmerged_contig_10026,3.7,2.79,0.91
ACmerged_contig_10026,3.7,2.6,1.1
ACmerged_contig_10026,3.7,2.78,0.92
ACmerged_contig_10026,3.7,2.6,1.1
ACmerged_contig_10026,3.7,-1.16,4.86
ACmerged_contig_10026,3.7,0.895,2.805
ACmerged_contig_10026,3.7,-0.384,4.084
ACmerged_contig_10026,3.7,2.62,1.08
ACmerged_contig_10026,3.7,-0.382,4.082
ACmerged_contig_10026,3.7,0.868,2.832
ACmerged_contig_10026,3.7,1.23,2.47
ACmerged_contig_10026,3.7,0.877,2.823
ACmerged_contig_10026,3.7,1.9,1.8
ACmerged_contig_10026,3.7,2.81,0.89
ACmerged_contig_10026,3.7,-0.341,4.041
ACmerged_contig_10026,3.7,0.859,2.841
ACmerged_contig_10026,3.7,2.62,1.08
ACmerged_contig_10026,3.7,2.62,1.08
ACmerged_contig_10026,3.7,-1.37,5.07
ACmerged_contig_10026,3.7,2.63,1.07
ACmerged_contig_10026,3.7,0.844,2.856
ACmerged_contig_10026,3.7,1.16,2.54
ACmerged_contig_10026,3.7,1.24,2.46
ACmerged_contig_10026,3.7,-3.12,6.82
ACmerged_contig_10026,3.7,-0.0577,3.7577
ACmerged_contig_10026,3.7,0.82,2.88
ACmerged_contig_10026,3.7,2.83,0.87
ACmerged_contig_10026,3.7,2.49,1.21
ACmerged_contig_10026,3.7,1.88,1.82
ACmerged_contig_10026,3.7,2.79,0.91
ACmerged_contig_10026,3.7,2.61,1.09
ACmerged_contig_10026,3.7,-0.168,3.868
ACmerged_contig_10026,3.7,2.81,0.89
ACmerged_contig_10026,3.7,2.78,0.92
ACmerged_contig_10026,3.76,2.86,0.9
ACmerged_contig_10026,3.76,2.54,1.22
ACmerged_contig_10026,3.76,2.56,1.2
ACmerged_contig_10026,3.76,2.68,1.08
ACmerged_contig_10026,3.72,1.11,2.61
ACmerged_contig_10026,3.72,1.94,1.78
ACmerged_contig_10026,3.72,2.85,0.87
ACmerged_contig_10026,3.72,2.5,1.22
ACmerged_contig_10026,3.74,2.84,0.9
ACmerged_contig_10026,3.74,2.67,1.07
ACmerged_contig_10026,3.74,1.9,1.84
ACmerged_contig_10026,3.72,2.52,1.2
ACmerged_contig_10026,3.72,1.46,2.26
ACmerged_contig_10026,3.66,2.44,1.22
ACmerged_contig_10026,3.66,1.84,1.82
ACmerged_contig_10026,3.66,1.49,2.17
ACmerged_contig_10026,3.66,2.6,1.06
ACmerged_contig_10026,3.56,-0.25,3.81
ACmerged_contig_10026,3.56,2.35,1.21
ACmerged_contig_10026,3.56,1.33,2.23
ACmerged_contig_10026,3.47,2.41,1.06
ACmerged_contig_10026,3.47,2.26,1.21
ACmerged_contig_10026,3.47,2.58,0.89
ACmerged_contig_10026,3.47,2.25,1.22
ACmerged_contig_10026,3.47,2.38,1.09
ACmerged_contig_10026,3.47,1.72,1.75
ACmerged_contig_10026,3.47,0.0207,3.4493
ACmerged_contig_10026,3.47,2.58,0.89
ACmerged_contig_10026,3.47,-0.382,3.852
ACmerged_contig_10026,3.47,-1.44,4.91
ACmerged_contig_10026,3.47,2.3,1.17
ACmerged_contig_10026,3.49,0.7,2.79
ACmerged_contig_10026,3.49,2.59,0.9
ACmerged_contig_10026,3.49,2.63,0.86
ACmerged_contig_10026,3.49,2.29,1.2
ACmerged_contig_10026,3.49,1.17,2.32
ACmerged_contig_10026,3.49,2.62,0.87
ACmerged_contig_10026,3.76,2.54,1.22
ACmerged_contig_10026,3.76,2.55,1.21
ACmerged_contig_10026,3.76,2.68,1.08
ACmerged_contig_10026,3.76,2.87,0.89
ACmerged_contig_10026,3.76,2.89,0.87
ACmerged_contig_10026,3.76,2.88,0.88
ACmerged_contig_10026,3.76,2.56,1.2
ACmerged_contig_10026,3.76,2,1.76
ACmerged_contig_10026,3.76,2.67,1.09
ACmerged_contig_10026,3.76,2.81,0.95
ACmerged_contig_10026,3.76,2.52,1.24
ACmerged_contig_10026,3.8,2.04,1.76
ACmerged_contig_10026,3.8,1.63,2.17
ACmerged_contig_10026,3.73,1.54,2.19
ACmerged_contig_10026,3.73,2.49,1.24
ACmerged_contig_10026,3.73,-4.22,7.95
ACmerged_contig_10026,3.73,2.52,1.21
ACmerged_contig_10026,3.73,2.81,0.92
ACmerged_contig_10026,3.73,1.19,2.54
ACmerged_contig_10026,3.8,2.57,1.23
ACmerged_contig_10026,3.8,2.73,1.07
ACmerged_contig_10026,3.8,1.83,1.97
ACmerged_contig_10026,3.8,2.73,1.07
ACmerged_contig_10026,3.8,2.59,1.21
ACmerged_contig_10026,3.8,2.73,1.07
ACmerged_contig_10026,3.8,1.6,2.2
ACmerged_contig_10026,3.8,2.59,1.21
ACmerged_contig_10026,3.75,1.91,1.84
ACmerged_contig_10026,3.75,2.84,0.91
ACmerged_contig_10026,3.75,2.84,0.91
ACmerged_contig_10026,3.75,2.55,1.2
ACmerged_contig_10026,3.75,2.57,1.18
ACmerged_contig_10026,3.75,2.54,1.21
ACmerged_contig_10026,3.75,-3.03,6.78
ACmerged_contig_10026,3.75,2.67,1.08
ACmerged_contig_10026,3.8,2.74,1.06
ACmerged_contig_10026,3.8,1.4,2.4
ACmerged_contig_10026,3.8,1.27,2.53
ACmerged_contig_10026,3.75,2.88,0.87
ACmerged_contig_10026,3.75,2.56,1.19
ACmerged_contig_10026,3.75,1.31,2.44
ACmerged_contig_10026,3.75,2.68,1.07
ACmerged_contig_10026,3.75,0.99,2.76
ACmerged_contig_10026,3.75,1.98,1.77
ACmerged_contig_10026,3.75,2.68,1.07
ACmerged_contig_10026,3.75,2.55,1.2
ACmerged_contig_10026,3.75,2.83,0.92
ACmerged_contig_10026,3.75,2.68,1.07
ACmerged_contig_10026,3.75,0.211,3.539
ACmerged_contig_10026,3.75,2.86,0.89
ACmerged_contig_10026,3.75,-5.57,9.32
ACmerged_contig_10026,3.75,-0.489,4.239
ACmerged_contig_10026,3.75,2.53,1.22
ACmerged_contig_10026,3.75,2.67,1.08
ACmerged_contig_10026,3.75,2.84,0.91
ACmerged_contig_10026,3.75,1.84,1.91
ACmerged_contig_10026,3.75,2.77,0.98
ACmerged_contig_10026,3.85,1.1,2.75
ACmerged_contig_10026,3.85,1.77,2.08
ACmerged_contig_10026,3.85,1.19,2.66
ACmerged_contig_10026,3.76,2.55,1.21
ACmerged_contig_10026,3.76,1.31,2.45
ACmerged_contig_10026,3.76,2.86,0.9
ACmerged_contig_10026,3.76,1.37,2.39
ACmerged_contig_10026,3.76,2.84,0.92
ACmerged_contig_10026,3.76,2.85,0.91
ACmerged_contig_10026,3.76,0.916,2.844
ACmerged_contig_10026,3.76,2.86,0.9
ACmerged_contig_10026,3.76,2.68,1.08
ACmerged_contig_10026,3.76,0.766,2.994
ACmerged_contig_10026,3.76,0.984,2.776
ACmerged_contig_10026,3.76,2.69,1.07
ACmerged_contig_10026,3.76,1.63,2.13
ACmerged_contig_10026,3.76,1.8,1.96
ACmerged_contig_10026,3.76,2.89,0.87
ACmerged_contig_10026,3.76,0.749,3.011
ACmerged_contig_10026,3.76,0.349,3.411
ACmerged_contig_10026,3.76,0.37,3.39
ACmerged_contig_10026,3.76,2.89,0.87
ACmerged_contig_10026,3.76,2.85,0.91
ACmerged_contig_10026,3.76,0.249,3.511
ACmerged_contig_10026,3.72,-1.12,4.84
ACmerged_contig_10026,3.72,2.51,1.21
ACmerged_contig_10026,3.76,2.89,0.87
ACmerged_contig_10026,3.76,2.54,1.22
ACmerged_contig_10026,3.76,0.169,3.591
ACmerged_contig_10026,3.76,1.98,1.78
ACmerged_contig_10026,3.76,-0.831,4.591
ACmerged_contig_10026,3.76,2.54,1.22
ACmerged_contig_10026,3.76,-6.91,10.67
ACmerged_contig_10026,3.73,1.94,1.79
ACmerged_contig_10026,3.71,0.976,2.734
ACmerged_contig_10026,3.71,-1.05,4.76
ACmerged_contig_10026,3.71,2.62,1.09
ACmerged_contig_10026,3.71,2.65,1.06
ACmerged_contig_10026,3.71,1.51,2.2
ACmerged_contig_10026,3.71,-5.34,9.05
ACmerged_contig_10026,3.68,2.79,0.89
ACmerged_contig_10026,3.68,0.753,2.927
ACmerged_contig_10026,3.68,2.8,0.88
ACmerged_contig_10026,3.68,0.327,3.353
ACmerged_contig_10026,3.68,2.61,1.07
ACmerged_contig_10026,3.68,1.93,1.75
ACmerged_contig_10026,3.63,2.76,0.87
ACmerged_contig_10026,3.63,2.4,1.23
ACmerged_contig_10026,3.63,0.839,2.791
ACmerged_contig_10026,3.56,0.072,3.488
ACmerged_contig_10026,3.56,2.34,1.22
ACmerged_contig_10026,3.56,-1.61,5.17
ACmerged_contig_10026,3.56,1.07,2.49
ACmerged_contig_10026,3.48,-1.22,4.7
ACmerged_contig_10026,3.38,1.54,1.84
ACmerged_contig_10026,3.53,0.123,3.407
ACmerged_contig_10026,3.53,0.199,3.331
ACmerged_contig_10026,3.53,-1.39,4.92
ACmerged_contig_10026,2.44,1.24,1.2
ACmerged_contig_10026,2.44,1.21,1.23
ACmerged_contig_10026,2.44,1.51,0.93
ACmerged_contig_10026,2.64,-0.088,2.728
ACmerged_contig_10026,2.55,0.421,2.129
ACmerged_contig_10026,2.55,-1.09,3.64
ACmerged_contig_10026,2.64,-1.06,3.7
ACmerged_contig_10026,2.43,-2.81,5.24
ACmerged_contig_10026,2.43,0.671,1.759
ACmerged_contig_10026,2.64,0.19,2.45
ACmerged_contig_10026,2.64,-5.27,7.91
ACmerged_contig_10026,2.64,-5.27,7.91
ACmerged_contig_10026,2.64,-1.18,3.82
ACmerged_contig_10026,2.64,-5.27,7.91
ACmerged_contig_10026,2.64,-3.71,6.35
ACmerged_contig_10026,2.8,0.105,2.695
ACmerged_contig_10026,2.8,-0.0478,2.8478
ACmerged_contig_10026,2.8,-5.59,8.39
ACmerged_contig_10026,2.8,-2,4.8
ACmerged_contig_10026,2.8,1.9,0.9
ACmerged_contig_10026,2.8,-0.796,3.596
ACmerged_contig_10026,2.68,1.79,0.89
ACmerged_contig_10026,2.68,0.496,2.184
ACmerged_contig_10026,2.68,0.215,2.465
ACmerged_contig_10026,2.68,0.871,1.809
ACmerged_contig_10026,2.71,0.558,2.152
ACmerged_contig_10026,2.71,0.0119,2.6981
ACmerged_contig_10026,2.62,-2.96,5.58
ACmerged_contig_10026,2.83,0.404,2.426
ACmerged_contig_10026,2.83,1.74,1.09
ACmerged_contig_10026,2.83,1.93,0.9
ACmerged_contig_10026,2.83,1.63,1.2
ACmerged_contig_10026,2.83,-3.39,6.22
ACmerged_contig_10026,2.83,1.63,1.2
ACmerged_contig_10026,2.83,-3.44,6.27
ACmerged_contig_10026,2.86,-0.83,3.69
ACmerged_contig_10026,2.86,-3.41,6.27
ACmerged_contig_10026,2.86,1.67,1.19
ACmerged_contig_10026,2.86,1.01,1.85
ACmerged_contig_10026,2.86,1.8,1.06
ACmerged_contig_10026,2.86,-0.46,3.32
ACmerged_contig_10026,2.86,1.96,0.9
ACmerged_contig_10026,2.86,0.145,2.715
ACmerged_contig_10026,2.86,-1.99,4.85
ACmerged_contig_10026,2.86,-2.92,5.78
ACmerged_contig_10026,2.9,1.83,1.07
ACmerged_contig_10026,2.9,-0.829,3.729
ACmerged_contig_10026,2.9,2,0.9
ACmerged_contig_10026,2.9,1.09,1.81
ACmerged_contig_10026,2.9,1.09,1.81
ACmerged_contig_10026,2.9,-3.3,6.2
ACmerged_contig_10026,2.86,1.79,1.07
ACmerged_contig_10026,2.86,0.73,2.13
ACmerged_contig_10026,2.86,0.457,2.403
ACmerged_contig_10026,2.86,-1.06,3.92
ACmerged_contig_10026,2.86,1.66,1.2
ACmerged_contig_10026,2.86,-1.65,4.51
ACmerged_contig_10026,2.86,-1.22,4.08
ACmerged_contig_10026,2.86,0.668,2.192
ACmerged_contig_10026,2.68,1.81,0.87
ACmerged_contig_10026,2.86,1.67,1.19
ACmerged_contig_10026,2.86,-5.72,8.58
ACmerged_contig_10026,2.86,-2.81,5.67
ACmerged_contig_10026,2.73,-5.46,8.19
ACmerged_contig_10026,2.73,1.52,1.21
ACmerged_contig_10026,2.72,-2.46,5.18
ACmerged_contig_10026,2.86,0.426,2.434
ACmerged_contig_10026,2.82,-5.63,8.45
ACmerged_contig_10026,2.69,-5.39,8.08
ACmerged_contig_10026,2.86,-5.72,8.58
ACmerged_contig_10026,2.86,-5.72,8.58
ACmerged_contig_10026,2.68,1.52,1.16
ACmerged_contig_10026,2.74,-0.00391,2.74391
ACmerged_contig_10026,2.72,1.83,0.89
ACmerged_contig_10026,2.72,1.67,1.05
ACmerged_contig_10026,2.72,1.66,1.06
ACmerged_contig_10026,2.72,0.97,1.75
ACmerged_contig_10026,2.72,1.67,1.05
ACmerged_contig_10026,2.72,0.945,1.775
ACmerged_contig_10026,2.72,1.53,1.19
ACmerged_contig_10026,2.72,0.0811,2.6389
ACmerged_contig_10026,2.72,-0.823,3.543
ACmerged_contig_10026,2.72,0.921,1.799
ACmerged_contig_10026,2.72,-0.804,3.524
ACmerged_contig_10026,2.72,1.66,1.06
ACmerged_contig_10026,2.72,-2.17,4.89
ACmerged_contig_10026,2.66,1.76,0.9
ACmerged_contig_10026,2.72,1.53,1.19
ACmerged_contig_10026,2.72,1.5,1.22
ACmerged_contig_10026,2.72,1.85,0.87
ACmerged_contig_10026,2.72,0.0784,2.6416
ACmerged_contig_10026,2.72,1.53,1.19
ACmerged_contig_10026,2.72,0.0882,2.6318
ACmerged_contig_10026,2.72,-2.55,5.27
ACmerged_contig_10026,2.72,1.67,1.05
ACmerged_contig_10026,2.72,1.84,0.88
ACmerged_contig_10026,2.69,1.5,1.19
ACmerged_contig_10026,2.69,0.291,2.399
ACmerged_contig_10026,2.69,-0.544,3.234
ACmerged_contig_10026,2.66,1.47,1.19
ACmerged_contig_10026,2.66,0.928,1.732
ACmerged_contig_10026,2.66,1.47,1.19
ACmerged_contig_10026,2.66,-0.0593,2.7193
ACmerged_contig_10026,2.66,1.77,0.89
ACmerged_contig_10026,2.66,1.47,1.19
ACmerged_contig_10026,2.66,0.863,1.797
ACmerged_contig_10026,2.66,1.47,1.19
ACmerged_contig_10026,2.66,1.47,1.19
ACmerged_contig_10026,2.66,1.61,1.05
ACmerged_contig_10026,2.5,1.28,1.22
ACmerged_contig_10026,2.48,0.345,2.135
ACmerged_contig_10026,2.48,1.29,1.19
ACmerged_contig_10026,2.41,1.35,1.06
ACmerged_contig_10026,2.41,1.36,1.05
ACmerged_contig_10026,2.41,1.23,1.18
ACmerged_contig_10026,2.39,0.635,1.755
ACmerged_contig_10026,2.39,-2.13,4.52
ACmerged_contig_10026,2.39,-4.79,7.18
ACmerged_contig_10026,1.6,-3.21,4.81
ACmerged_contig_10026,1.6,-3.21,4.81
ACmerged_contig_10026,1.6,-3.21,4.81
ACmerged_contig_10026,1.41,-2.82,4.23
ACmerged_contig_10026,1.41,-1.05,2.46
ACmerged_contig_10026,1.41,-2.82,4.23
ACmerged_contig_10026,1.35,-2.09,3.44
ACmerged_contig_10026,1.35,-2.69,4.04
ACmerged_contig_10026,1.35,-2.69,4.04
ACmerged_contig_10026,1.33,-2.67,4
ACmerged_contig_10026,1.33,-2.67,4
ACmerged_contig_10026,1.3,-0.457,1.757
ACmerged_contig_10026,1.3,-0.504,1.804
ACmerged_contig_10026,1.3,0.0948,1.2052
ACmerged_contig_10026,1.32,-2.64,3.96
ACmerged_contig_10026,1.32,-2.64,3.96
ACmerged_contig_10026,1.28,-1.51,2.79
ACmerged_contig_10026,1.33,0.127,1.203
ACmerged_contig_10026,1.33,0.108,1.222
ACmerged_contig_10026,1.33,-2.4,3.73
ACmerged_contig_10026,1.28,0.384,0.896
ACmerged_contig_10026,1.28,-0.896,2.176
ACmerged_contig_10026,1.28,0.196,1.084
ACmerged_contig_10026,1.28,0.369,0.911
ACmerged_contig_10026,1.28,-0.949,2.229
ACmerged_contig_10026,1.22,0.15,1.07
ACmerged_contig_10026,1.28,0.0791,1.2009
ACmerged_contig_10026,1.28,0.212,1.068
ACmerged_contig_10026,1.28,0.0644,1.2156
ACmerged_contig_10026,1.7,-3.41,5.11
ACmerged_contig_10026,1.7,-3.41,5.11
ACmerged_contig_10026,1.7,-3.41,5.11
ACmerged_contig_10026,1.82,-3.63,5.45
ACmerged_contig_10026,1.82,-3.63,5.45
ACmerged_contig_10026,1.86,0.787,1.073
ACmerged_contig_10026,1.86,-3.72,5.58
ACmerged_contig_10026,1.86,0.787,1.073
ACmerged_contig_10026,1.86,0.983,0.877
ACmerged_contig_10026,1.86,-3.72,5.58
ACmerged_contig_10026,1.83,-3.66,5.49
ACmerged_contig_10026,0.932,-0.174,1.106
ACmerged_contig_10026,0.932,-1.86,2.792
ACmerged_contig_10026,0.842,-0.269,1.111
ACmerged_contig_10026,0.842,-0.269,1.111
ACmerged_contig_10026,0.842,-0.243,1.085
ACmerged_contig_1002,1.35,0.099,1.251
ACmerged_contig_1002,1.35,0.287,1.063
ACmerged_contig_1002,1.35,0.099,1.251
ACmerged_contig_1002,1.72,0.457,1.263
ACmerged_contig_1002,1.79,-3.58,5.37
ACmerged_contig_1002,1.81,-3.62,5.43
ACmerged_contig_1002,1.81,-0.266,2.076
ACmerged_contig_1002,1.81,-0.816,2.626
ACmerged_contig_1002,1.81,-1.2,3.01
ACmerged_contig_1002,1.81,-2.47,4.28
ACmerged_contig_1002,1.81,0.746,1.064
ACmerged_contig_1002,2.38,1.12,1.26
ACmerged_contig_1002,2.33,-2.29,4.62
ACmerged_contig_1002,2.33,1.41,0.92
ACmerged_contig_1002,3.73,1.85,1.88
ACmerged_contig_1002,3.73,2.45,1.28
ACmerged_contig_1002,3.73,2.98,0.75
ACmerged_contig_1002,3.74,0.206,3.534
ACmerged_contig_1002,3.74,1.09,2.65
ACmerged_contig_1002,3.82,1.89,1.93
ACmerged_contig_1002,3.82,1.3,2.52
ACmerged_contig_1002,3.82,2.57,1.25
ACmerged_contig_1002,3.77,2.85,0.92
ACmerged_contig_1002,3.77,3.01,0.76
ACmerged_contig_1002,3.88,1.44,2.44
ACmerged_contig_1002,3.88,3.13,0.75
ACmerged_contig_1002,3.88,2.63,1.25
ACmerged_contig_1002,3.88,-1.65,5.53
ACmerged_contig_1002,3.93,2.87,1.06
ACmerged_contig_1002,3.93,1.73,2.2
ACmerged_contig_1002,3.93,-0.443,4.373
ACmerged_contig_1002,3.93,3.18,0.75
ACmerged_contig_1002,3.95,3.03,0.92
ACmerged_contig_1002,3.95,2.7,1.25
ACmerged_contig_1002,3.95,2.69,1.26
ACmerged_contig_1002,3.95,-2.84,6.79
ACmerged_contig_1002,3.95,2.82,1.13
ACmerged_contig_1002,3.95,2.69,1.26
ACmerged_contig_1002,3.95,2.7,1.25
ACmerged_contig_1002,3.95,2.69,1.26
ACmerged_contig_1002,3.95,1.01,2.94
ACmerged_contig_1002,3.95,1.41,2.54
ACmerged_contig_1002,3.95,0.225,3.725
ACmerged_contig_1002,3.95,-0.437,4.387
ACmerged_contig_1002,3.95,3.19,0.76
ACmerged_contig_1002,3.95,2.39,1.56
ACmerged_contig_1002,3.95,2.69,1.26
ACmerged_contig_1002,3.95,2.42,1.53
ACmerged_contig_1002,3.95,2.09,1.86
ACmerged_contig_1002,3.95,2.7,1.25
ACmerged_contig_1002,3.95,1.69,2.26
ACmerged_contig_1002,3.95,2.73,1.22
ACmerged_contig_1002,3.95,2.69,1.26
ACmerged_contig_1002,3.95,1.13,2.82
ACmerged_contig_1002,3.95,-7.89,11.84
ACmerged_contig_1002,3.95,3.03,0.92
ACmerged_contig_1002,3.95,2.89,1.06
ACmerged_contig_1002,3.95,-2.85,6.8
ACmerged_contig_1002,3.91,1.37,2.54
ACmerged_contig_1002,3.91,-1.76,5.67
ACmerged_contig_1002,3.91,1.36,2.55
ACmerged_contig_1002,3.91,1.5,2.41
ACmerged_contig_1002,3.91,-0.984,4.894
ACmerged_contig_1002,3.91,1.73,2.18
ACmerged_contig_1002,4.42,-8.84,13.26
ACmerged_contig_1002,4.32,2.09,2.23
ACmerged_contig_1002,4.32,3.39,0.93
ACmerged_contig_1002,4.42,3.52,0.9
ACmerged_contig_1002,4.42,3.64,0.78
ACmerged_contig_1002,4.42,2.26,2.16
ACmerged_contig_1002,4.42,2.86,1.56
ACmerged_contig_1002,4.42,2.48,1.94
ACmerged_contig_1002,4.42,1.79,2.63
ACmerged_contig_1002,4.42,3.17,1.25
ACmerged_contig_1002,4.42,2.53,1.89
